Date;time;Temp;High temp;Low temp;Out hum;Dew;Wind speed;Wind dir;Wind run;High speed;High dir;Wind chill;Heat index;THW index;THSW index;17;18;Rain;Solar.;Solar;Hi Solar;UV ;UV. ;Hi ;Heat';Cool;In ;In.;In ..;In ?;In ';In Air;34;Wind,;Wind';ISS ;Arc.
;;;;;;Pt.;;;;;;;;;;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index,;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat '';EMC;Density;ET ;Samp;Tx ;Recept;Int.
15.02.2020;09:30;4,5;4,5;4,1;78;1;0;E;0;4,8;E;4,5;4,3;4,3;---;1027,2;0.00;0.0;---;---;---;---;---;---;0.288;0.000;21.wrz;42;08.kwi;20.wrz;08.lut;sty.02;0.00;702;1;100.0;30
15.02.2020;10:00;4,9;4,9;4,4;78;1,4;0;E;0;8;ENE;4,9;4,7;4,7;---;1027,2;0.00;0.0;---;---;---;---;---;---;0.280;0.000;21.wrz;41;8.0;20.sie;lip.89;sty.08;0.00;703;1;100.0;30
15.02.2020;10:30;5,6;5,6;4,8;76;1,7;1,6;E;0,8;6,4;ENE;5,6;5,4;5,4;---;1027,2;0.00;0.0;---;---;---;---;---;---;0.265;0.000;21.wrz;40;07.lip;20.sie;lip.72;sty.11;0.00;702;1;100.0;30
15.02.2020;11:00;6;6,1;5,6;75;1,9;0;E;0;4,8;NNE;6;5,8;5,8;---;1027,4;0.00;0.0;---;---;---;---;---;---;0.257;0.000;21.lip;38;06.sie;20.kwi;lip.51;sty.28;0.00;703;1;100.0;30
15.02.2020;11:30;6,4;6,4;5,9;70;1,3;0;E;0;6,4;ENE;6,4;6,1;6,1;---;1027,2;0.00;0.0;---;---;---;---;---;---;0.249;0.000;21.lip;38;06.lip;20.mar;lip.51;sty.28;0.00;702;1;100.0;30
15.02.2020;12:00;6,8;6,9;6,4;68;1,3;1,6;E;0,8;11,3;NE;6,8;6,4;6,4;---;1027,2;0.00;0.0;---;---;---;---;---;---;0.241;0.000;21.sie;40;07.cze;20.lip;lip.72;sty.14;0.00;703;1;100.0;30
15.02.2020;12:30;7,3;7,3;6,8;64;0,9;1,6;E;0,8;9,7;NE;7,3;6,9;6,9;---;1027,1;0.00;0.0;---;---;---;---;---;---;0.230;0.000;21.wrz;41;08.sty;20.wrz;lip.89;sty.04;0.00;702;1;100.0;30
15.02.2020;13:00;7,6;7,9;7,3;64;1,2;1,6;E;0,8;11,3;ENE;7,6;7,2;7,2;---;1026,8;0.00;0.0;---;---;---;---;---;---;0.223;0.000;22.sty;41;08.lut;21.sty;lip.88;sty.95;0.00;702;1;100.0;30
15.02.2020;13:30;7,5;7,8;7,5;64;1,1;1,6;E;0,8;11,3;ENE;7,5;7,1;7,1;---;1026,7;0.00;0.0;---;---;---;---;---;---;0.226;0.000;22.mar;46;10.sty;21.cze;sie.61;sty.67;0.00;703;1;100.0;30
15.02.2020;14:00;8,3;8,3;7,5;62;1,5;0;ESE;0;6,4;E;8,3;7,9;7,9;---;1026,5;0.00;0.0;---;---;---;---;---;---;0.208;0.000;22.kwi;49;11.lut;22.0;09.maj;sty.47;0.00;702;1;100.0;30
15.02.2020;14:30;8,4;8,5;8,2;61;1,3;1,6;E;0,8;8;E;8,4;7,9;7,9;---;1026,2;0.00;0.0;---;---;---;---;---;---;0.207;0.000;22.cze;52;12.mar;22.mar;wrz.60;sty.26;0.00;703;1;100.0;30
15.02.2020;15:00;8,6;8,7;8,4;61;1,5;1,6;E;0,8;11,3;NE;8,6;8,2;8,2;---;1025,8;0.00;0.0;---;---;---;---;---;---;0.203;0.000;22.lip;54;12.wrz;22.cze;wrz.89;sty.09;0.00;702;1;100.0;30
15.02.2020;15:30;8,7;8,8;8,6;59;1,1;1,6;E;0,8;12,9;ENE;8,7;8,3;8,3;---;1025,7;0.00;0.0;---;---;---;---;---;---;0.200;0.000;22.sie;55;13.mar;22.lip;10.wrz;sty.02;0.00;703;1;100.0;30
15.02.2020;16:00;8,3;8,7;8,3;61;1,2;1,6;E;0,8;8;ENE;8,3;7,8;7,8;---;1025,5;0.00;0.0;---;---;---;---;---;---;0.209;0.000;22.sie;56;13.cze;22.sie;pa«.29;1.1893;0.00;702;1;100.0;30
15.02.2020;16:30;7,6;8,3;7,6;64;1,2;0;E;0;8;NNE;7,6;7,2;7,2;---;1025,3;0.00;0.0;---;---;---;---;---;---;0.223;0.000;22.sie;52;12.kwi;22.cze;wrz.59;sty.07;0.00;703;1;100.0;30
15.02.2020;17:00;7;7,6;7;66;1,1;1,6;E;0,8;6,4;ENE;7;6,6;6,6;---;1025;0.00;0.0;---;---;---;---;---;---;0.236;0.000;22.lip;50;11.sie;22.kwi;wrz.25;sty.13;0.00;702;1;100.0;30
15.02.2020;17:30;6,7;7;6,7;67;1;1,6;E;0,8;8;NNE;6,7;6,4;6,4;---;1024,8;0.00;0.0;---;---;---;---;---;---;0.242;0.000;22.lip;50;11.lip;22.mar;wrz.25;sty.13;0.00;702;1;100.0;30
15.02.2020;18:00;6,4;6,7;6,3;68;0,9;1,6;E;0,8;8;NE;6,4;6,1;6,1;---;1024,4;0.00;0.0;---;---;---;---;---;---;0.249;0.000;22.kwi;50;11.maj;22.sty;wrz.25;sty.19;0.00;703;1;100.0;30
15.02.2020;18:30;6,3;6,4;6,3;69;1;1,6;E;0,8;11,3;NNE;6,3;5,9;5,9;---;1024,2;0.00;0.0;---;---;---;---;---;---;0.251;0.000;22.mar;50;11.kwi;21.wrz;wrz.25;sty.23;0.00;702;1;100.0;30
15.02.2020;19:00;6;6,3;6;69;0,7;0;ENE;0;4,8;N;6;5,7;5,7;---;1024,1;0.00;0.0;---;---;---;---;---;---;0.257;0.000;22.mar;49;11.0;21.lip;09.maj;sty.27;0.00;703;1;100.0;30
15.02.2020;19:30;5,3;6;5,3;72;0,6;0;E;0;6,4;ENE;5,3;5;5;---;1024,3;0.00;0.0;---;---;---;---;---;---;0.272;0.000;22.lut;48;10.cze;21.cze;sie.89;sty.38;0.00;702;1;100.0;30
15.02.2020;20:00;4,2;5,3;4,2;77;0,5;0;E;0;1,6;E;4,2;4;4;---;1024,3;0.00;0.0;---;---;---;---;---;---;0.294;0.000;22.sty;48;10.cze;21.kwi;sie.89;sty.40;0.00;703;1;100.0;30
15.02.2020;20:30;3,8;4,3;3,8;78;0,3;0;ESE;0;1,6;ESE;3,8;3,7;3,7;---;1024,5;0.00;0.0;---;---;---;---;---;---;0.302;0.000;22.sty;47;10.lut;21.mar;sie.75;sty.49;0.00;702;1;100.0;30
15.02.2020;21:00;3,1;3,9;3,1;81;0,2;0;ESE;0;1,6;ESE;3,1;2,9;2,9;---;1024,3;0.00;0.0;---;---;---;---;---;---;0.317;0.000;22.0;47;10.lut;21.lut;sie.75;sty.50;0.00;702;1;100.0;30
15.02.2020;21:30;2,5;3,1;2,5;83;-0,1;0;ESE;0;1,6;ESE;2,5;2,4;2,4;---;1024,4;0.00;0.0;---;---;---;---;---;---;0.330;0.000;21.wrz;48;10.kwi;21.lut;sie.88;sty.50;0.00;703;1;100.0;30
15.02.2020;22:00;2,1;2,5;2,1;83;-0,5;0;ESE;0;1,6;ESE;2,1;2;2;---;1024,1;0.00;0.0;---;---;---;---;---;---;0.338;0.000;22.sty;48;10.maj;21.kwi;sie.88;sty.42;0.00;702;1;100.0;30
15.02.2020;22:30;2,4;2,5;2,1;81;-0,5;0;ESE;0;1,6;ESE;2,4;2,3;2,3;---;1024,1;0.00;0.0;---;---;---;---;---;---;0.331;0.000;22.lut;47;10.kwi;21.cze;sie.75;sty.37;0.00;703;1;100.0;30
15.02.2020;23:00;1,9;2,4;1,9;82;-0,9;0;ESE;0;1,6;ESE;1,9;1,7;1,7;---;1024,3;0.00;0.0;---;---;---;---;---;---;0.343;0.000;22.kwi;46;10.lut;21.lip;sie.60;sty.33;0.00;702;1;100.0;30
15.02.2020;23:30;1,3;1,9;1,3;84;-1,1;0;ESE;0;1,6;SE;1,3;1,1;1,1;---;1023,3;0.00;0.0;---;---;---;---;---;---;0.355;0.000;22.lip;46;10.maj;22.lut;sie.59;sty.08;0.00;703;1;100.0;30
16.02.2020;00:00;1,1;1,3;1;85;-1,2;0;ESE;0;1,6;ESE;1,1;0,9;0,9;---;1023;0.00;0.0;---;---;---;---;---;---;0.360;0.000;22.wrz;45;10.mar;22.kwi;sie.45;1.1897;0.00;702;1;100.0;30
16.02.2020;00:30;-0,1;1,1;-0,1;88;-1,8;0;SE;0;1,6;SE;-0,1;-0,1;-0,1;---;1023,1;0.00;0.0;---;---;---;---;---;---;0.383;0.000;23.0;44;10.sty;22.maj;sie.28;1.1896;0.00;702;1;100.0;30
16.02.2020;01:00;0,3;0,3;-0,2;89;-1,3;0;---;0;0;---;0,3;0,2;0,2;---;1023,4;0.00;0.0;---;---;---;---;---;---;0.376;0.000;22.sie;43;09.cze;22.mar;sie.13;sty.11;0.00;703;1;100.0;30
16.02.2020;01:30;-0,2;0,3;-0,2;89;-1,8;0;ESE;0;1,6;SE;-0,2;-0,3;-0,3;---;1023;0.00;0.0;---;---;---;---;---;---;0.387;0.000;22.cze;43;09.mar;21.sie;sie.15;sty.19;0.00;702;1;100.0;30
16.02.2020;02:00;-0,7;-0,2;-0,7;89;-2,3;0;---;0;0;---;-0,7;-0,8;-0,8;---;1023,3;0.00;0.0;---;---;---;---;---;---;0.397;0.000;22.mar;43;09.sty;21.maj;sie.16;sty.35;0.00;702;1;100.0;30
16.02.2020;02:30;-0,9;-0,7;-1;90;-2,3;0;---;0;0;---;-0,9;-1;-1;---;1023;0.00;0.0;---;---;---;---;---;---;0.400;0.000;22.sty;43;08.wrz;21.sty;sie.18;sty.44;0.00;703;1;100.0;30
16.02.2020;03:00;-0,7;-0,7;-1,1;91;-2;0;---;0;0;---;-0,7;-0,8;-0,8;---;1022,8;0.00;0.0;---;---;---;---;---;---;0.396;0.000;21.sie;43;08.lip;20.sie;sie.20;sty.52;0.00;702;1;100.0;30
16.02.2020;03:30;-0,1;0;-0,7;89;-1,7;0;ESE;0;1,6;ESE;-0,1;-0,1;-0,1;---;1023,1;0.00;0.0;---;---;---;---;---;---;0.383;0.000;21.cze;43;08.kwi;20.kwi;sie.22;sty.69;0.00;703;1;100.0;30
16.02.2020;04:00;0,3;0,6;0;88;-1,5;0;---;0;0;---;0,3;0,2;0,2;---;1022,6;0.00;0.0;---;---;---;---;---;---;0.376;0.000;21.kwi;43;08.mar;20.lut;sie.23;sty.72;0.00;702;1;100.0;30
16.02.2020;04:30;0,6;0,8;0,2;87;-1,3;0;ESE;0;1,6;ESE;0,6;0,5;0,5;---;1022,7;0.00;0.0;---;---;---;---;---;---;0.369;0.000;21.lut;43;08.sty;19.wrz;sie.25;sty.84;0.00;703;1;100.0;30
16.02.2020;05:00;0,9;1;0,6;85;-1,3;0;ESE;0;1,6;ESE;0,9;0,8;0,8;---;1022,3;0.00;0.0;---;---;---;---;---;---;0.362;0.000;21.sty;43;8.0;19.sie;sie.25;sty.85;0.00;702;1;100.0;30
16.02.2020;05:30;1,8;1,8;0,7;84;-0,6;0;E;0;1,6;ESE;1,8;1,7;1,7;---;1021,8;0.00;0.0;---;---;---;---;---;---;0.345;0.000;20.wrz;43;07.wrz;19.lip;sie.25;sty.84;0.00;702;1;100.0;30
16.02.2020;06:00;2,1;2,1;1,8;82;-0,6;0;ESE;0;3,2;NE;2,1;1,9;1,9;---;1021,8;0.00;0.0;---;---;---;---;---;---;0.338;0.000;20.sie;43;07.sie;19.cze;sie.25;sty.90;0.00;703;1;100.0;30
16.02.2020;06:30;1,8;2,1;1,4;82;-0,9;0;ENE;0;4,8;ENE;1,8;1,7;1,7;---;1021,5;0.00;0.0;---;---;---;---;---;---;0.344;0.000;20.lip;43;07.lip;19.maj;sie.25;sty.91;0.00;702;1;100.0;30
16.02.2020;07:00;2,8;2,8;1,8;80;-0,3;0;E;0;4,8;NE;2,8;2,6;2,6;---;1021,6;0.00;0.0;---;---;---;---;---;---;0.324;0.000;20.lip;44;8.0;19.maj;sie.35;sty.92;0.00;703;1;100.0;30
16.02.2020;07:30;3,9;3,9;2,8;76;0,1;1,6;E;0,8;8;E;3,9;3,7;3,7;---;1021,7;0.00;0.0;---;---;---;---;---;---;0.300;0.000;21.sty;44;08.mar;19.sie;sie.35;sty.74;0.00;702;1;100.0;30
16.02.2020;08:00;5,4;5,4;3,9;71;0,6;1,6;E;0,8;9,7;E;5,4;5,1;5,1;---;1021,6;0.00;0.0;---;---;---;---;---;---;0.269;0.000;21.mar;43;08.lut;20.lut;sie.23;sty.62;0.00;703;1;100.0;30
16.02.2020;08:30;6,4;6,4;5,4;67;0,7;1,6;E;0,8;17,7;NE;6,4;6,1;6,1;---;1021,9;0.00;0.0;---;---;---;---;---;---;0.249;0.000;21.maj;44;08.lip;20.kwi;sie.34;sty.55;0.00;702;1;100.0;30
16.02.2020;09:00;7,1;7,1;6,4;64;0,7;3,2;E;1,61;16,1;E;7,1;6,7;6,7;---;1022,2;0.00;0.0;---;---;---;---;---;---;0.235;0.000;21.cze;43;08.kwi;20.kwi;sie.22;sty.58;0.00;702;1;100.0;30
16.02.2020;09:30;8,1;8,1;7,1;61;1;3,2;E;1,61;14,5;ENE;8,1;7,6;7,6;---;1021,7;0.00;0.0;---;---;---;---;---;---;0.214;0.000;21.cze;43;08.kwi;20.kwi;sie.22;sty.54;0.00;703;1;100.0;30
16.02.2020;10:00;8,9;8,9;8,1;57;0,9;4,8;ESE;2,41;24,1;ENE;8,6;8,4;8,1;---;1021,6;0.00;0.0;---;---;---;---;---;---;0.196;0.000;21.maj;42;8.0;20.mar;08.kwi;sty.58;0.00;702;1;100.0;30
16.02.2020;10:30;9,3;9,3;8,9;56;1;3,2;ESE;1,61;16,1;NE;9,3;8,8;8,8;---;1021,6;0.00;0.0;---;---;---;---;---;---;0.188;0.000;21.maj;42;8.0;20.mar;08.kwi;sty.58;0.00;703;1;100.0;30
16.02.2020;11:00;9,9;9,9;9,3;53;0,7;4,8;ENE;2,41;22,5;ESE;9,7;9,3;9,1;---;1021,7;0.00;0.0;---;---;---;---;---;---;0.176;0.000;21.mar;40;07.lut;20.0;lip.74;sty.73;0.00;702;1;100.0;30
16.02.2020;11:30;10,7;10,7;9,8;50;0,7;4,8;ESE;2,41;24,1;ENE;10,6;9,9;9,8;---;1021;0.00;0.0;---;---;---;---;---;---;0.160;0.000;21.lut;38;06.mar;19.sie;lip.54;sty.75;0.00;703;1;100.0;30
16.02.2020;12:00;11,1;11,2;10,7;47;0,2;8;E;4,02;27,4;NNE;10,3;10,2;9,4;---;1020,7;0.00;0.0;---;---;---;---;---;---;0.152;0.000;21.0;37;05.lip;19.kwi;lip.35;sty.86;0.00;702;1;100.0;30
16.02.2020;12:30;11,1;11,2;11,1;47;0,2;6,4;ENE;3,22;27,4;NE;10,7;10,2;9,8;---;1020,1;0.00;0.0;---;---;---;---;---;---;0.150;0.000;20.wrz;36;05.mar;19.mar;lip.24;sty.84;0.00;703;1;100.0;30
16.02.2020;13:00;11,4;11,4;11,1;46;0,2;6,4;E;3,22;27,4;W;11;10,4;10,1;---;1019,6;0.00;0.0;---;---;---;---;---;---;0.145;0.000;20.sie;36;05.lut;19.lut;lip.24;sty.84;0.00;702;1;100.0;30
16.02.2020;13:30;11,6;11,6;11,2;47;0,6;6,4;ESE;3,22;29;N;11,2;10,6;10,2;---;1019,2;0.00;0.0;---;---;---;---;---;---;0.141;0.000;21.0;41;07.lut;19.lip;lip.95;sty.56;0.00;702;1;100.0;30
16.02.2020;14:00;11,3;11,6;11,3;46;0,1;6,4;ESE;3,22;29;ENE;10,8;10,3;9,9;---;1019,2;0.00;0.0;---;---;---;---;---;---;0.147;0.000;21.lut;39;06.lip;19.sie;lip.65;sty.51;0.00;703;1;100.0;30
16.02.2020;14:30;12,3;12,3;11,3;45;0,7;4,8;ESE;2,41;17,7;ENE;12,3;11,2;11,2;---;1018,9;0.00;0.0;---;---;---;---;---;---;0.126;0.000;21.mar;38;06.kwi;19.sie;lip.54;sty.49;0.00;702;1;100.0;30
16.02.2020;15:00;12,3;12,4;12,3;43;0,1;6,4;ESE;3,22;20,9;E;12,1;11,2;10,9;---;1018,9;0.00;0.0;---;---;---;---;---;---;0.125;0.000;21.mar;38;06.kwi;19.sie;lip.54;sty.49;0.00;703;1;100.0;30
16.02.2020;15:30;12,8;12,8;12,3;43;0,5;4,8;ESE;2,41;22,5;E;12,8;11,6;11,6;---;1018,8;0.00;0.0;---;---;---;---;---;---;0.116;0.000;21.mar;38;06.kwi;19.wrz;lip.53;sty.44;0.00;702;1;100.0;30
16.02.2020;16:00;12,6;13,2;12,6;42;0;6,4;E;3,22;22,5;N;12,3;11,3;11,1;---;1018,3;0.00;0.0;---;---;---;---;---;---;0.120;0.000;21.kwi;39;06.wrz;20.sty;lip.64;sty.30;0.00;703;1;100.0;30
16.02.2020;16:30;11,4;12,6;11,4;45;-0,1;4,8;ESE;2,41;22,5;ENE;11,4;10,4;10,4;---;1018,3;0.00;0.0;---;---;---;---;---;---;0.144;0.000;21.sie;39;07.lut;20.cze;lip.63;sty.14;0.00;702;1;100.0;30
16.02.2020;17:00;10,6;11,4;10,6;46;-0,5;4,8;ESE;2,41;19,3;ENE;10,5;9,8;9,7;---;1018,4;0.00;0.0;---;---;---;---;---;---;0.161;0.000;22.sty;39;07.maj;21.0;lip.61;1.1899;0.00;703;1;100.0;30
16.02.2020;17:30;10,1;10,6;10,1;47;-0,7;4,8;ENE;2,41;22,5;ENE;9,9;9,4;9,2;---;1018,1;0.00;0.0;---;---;---;---;---;---;0.171;0.000;22.lut;39;07.cze;21.lut;lip.61;1.1890;0.00;702;1;100.0;30
16.02.2020;18:00;9,8;10,1;9,7;47;-1;3,2;E;1,61;24,1;N;9,8;9,1;9,1;---;1018,5;0.00;0.0;---;---;---;---;---;---;0.178;0.000;22.kwi;39;07.lip;21.kwi;lip.60;1.1887;0.00;699;1;100.0;30
16.02.2020;18:30;9,7;9,8;9,7;51;0;4,8;E;2,41;20,9;ENE;9,4;9;8,8;---;1018,2;0.00;0.0;---;---;---;---;---;---;0.181;0.000;22.cze;41;08.cze;21.sie;lip.85;1.1869;0.00;703;1;100.0;30
16.02.2020;19:00;9,7;9,8;9,6;49;-0,5;6,4;ESE;3,22;20,9;ENE;9,1;9,1;8,4;---;1017,7;0.00;0.0;---;---;---;---;---;---;0.179;0.000;22.lip;39;8.0;21.wrz;lip.59;1.1863;0.00;702;1;100.0;30
16.02.2020;19:30;9,9;9,9;9,7;48;-0,6;6,4;E;3,22;25,7;NE;9,3;9,2;8,6;---;1017,3;0.00;0.0;---;---;---;---;---;---;0.176;0.000;22.wrz;39;08.lut;22.sty;lip.59;1.1850;0.00;703;1;100.0;30
16.02.2020;20:00;9,7;9,9;9,7;49;-0,5;4,8;E;2,41;27,4;ENE;9,5;9,1;8,8;---;1016,7;0.00;0.0;---;---;---;---;---;---;0.179;0.000;23.sty;39;08.kwi;22.kwi;lip.58;1.1832;0.00;702;1;100.0;30
16.02.2020;20:30;9,5;9,7;9,5;50;-0,4;6,4;SE;3,22;20,9;NNE;8,8;8,8;8,1;---;1016,3;0.00;0.0;---;---;---;---;---;---;0.184;0.000;23.mar;38;08.lut;22.cze;lip.39;1.1822;0.00;703;1;100.0;30
16.02.2020;21:00;9,3;9,6;9,2;51;-0,4;6,4;ESE;3,22;22,5;N;8,6;8,6;7,9;---;1016,1;0.00;0.0;---;---;---;---;---;---;0.189;0.000;23.mar;37;07.sie;22.cze;lip.27;1.1820;0.00;702;1;100.0;30
16.02.2020;21:30;9,2;9,3;9,1;52;-0,1;6,4;ESE;3,22;25,7;NNE;8,5;8,6;7,9;---;1015,5;0.00;0.0;---;---;---;---;---;---;0.190;0.000;23.lut;36;07.mar;22.kwi;07.pa«;1.1822;0.00;703;1;100.0;30
16.02.2020;22:00;9,1;9,2;9,1;53;0;6,4;E;3,22;32,2;NNE;8,3;8,5;7,7;---;1015,6;0.00;0.0;---;---;---;---;---;---;0.192;0.000;23.0;37;07.maj;22.lut;lip.28;1.1831;0.00;702;1;100.0;30
16.02.2020;22:30;8,8;9,1;8,8;55;0,3;4,8;ESE;2,41;24,1;E;8,5;8,3;7,9;---;1015,2;0.00;0.0;---;---;---;---;---;---;0.198;0.000;22.sie;37;07.mar;21.wrz;lip.29;1.1836;0.00;702;1;100.0;30
16.02.2020;23:00;8,7;8,8;8,6;56;0,4;4,8;E;2,41;20,9;NE;8,3;8,1;7,8;---;1014,7;0.00;0.0;---;---;---;---;---;---;0.201;0.000;22.cze;37;07.lut;21.lip;lip.30;1.1839;0.00;703;1;100.0;30
16.02.2020;23:30;8,7;8,8;8,7;56;0,4;6,4;ESE;3,22;27,4;ENE;7,8;8,1;7,3;---;1014,5;0.00;0.0;---;---;---;---;---;---;0.201;0.000;22.kwi;37;7.0;21.kwi;lip.30;1.1844;0.00;702;1;100.0;30
17.02.2020;00:00;8,4;8,7;8,4;57;0,4;3,2;ESE;1,61;16,1;NNW;8,4;7,9;7,9;---;1014,2;0.00;0.0;---;---;---;---;---;---;0.207;0.000;22.mar;38;07.mar;21.mar;lip.46;1.1843;0.00;703;1;100.0;30
17.02.2020;00:30;8,7;8,7;8,4;56;0,4;3,2;E;1,61;29;ENE;8,7;8,1;8,1;---;1014,7;0.00;0.0;---;---;---;---;---;---;0.201;0.000;22.mar;38;07.mar;21.lut;lip.47;1.1852;0.00;702;1;100.0;30
17.02.2020;01:00;8,9;8,9;8,6;55;0,4;4,8;ENE;2,41;29;ENE;8,6;8,4;8,1;---;1014,6;0.00;0.0;---;---;---;---;---;---;0.196;0.000;22.lut;38;07.lut;21.sty;lip.47;1.1855;0.00;702;1;100.0;30
17.02.2020;01:30;9,2;9,2;8,9;54;0,3;3,2;E;1,61;19,3;ENE;9,2;8,6;8,6;---;1014,6;0.00;0.0;---;---;---;---;---;---;0.191;0.000;22.sty;38;07.sty;20.wrz;lip.48;1.1861;0.00;703;1;100.0;30
17.02.2020;02:00;9,3;9,4;9,2;53;0,2;4,8;E;2,41;17,7;ENE;9,1;8,7;8,4;---;1014,9;0.00;0.0;---;---;---;---;---;---;0.188;0.000;21.wrz;38;7.0;20.lip;lip.49;1.1869;0.00;702;1;100.0;30
17.02.2020;02:30;9,3;9,4;9,2;53;0,2;3,2;E;1,61;14,5;NE;9,3;8,7;8,7;---;1014,6;0.00;0.0;---;---;---;---;---;---;0.188;0.000;21.wrz;38;06.wrz;20.lip;lip.49;1.1869;0.00;703;1;100.0;30
17.02.2020;03:00;9,5;9,6;9,3;54;0,6;3,2;E;1,61;11,3;NNE;9,5;8,9;8,9;---;1014,3;0.00;0.0;---;---;---;---;---;---;0.184;0.000;21.lip;38;06.sie;20.kwi;lip.51;1.1873;0.00;702;1;100.0;30
17.02.2020;03:30;9,7;9,7;9,4;54;0,8;4,8;E;2,41;22,5;SW;9,4;9,1;8,9;---;1014;0.00;0.0;---;---;---;---;---;---;0.181;0.000;21.cze;38;06.lip;20.mar;lip.51;1.1875;0.00;702;1;100.0;30
17.02.2020;04:00;9,7;9,7;9,6;53;0,5;4,8;E;2,41;17,7;NNE;9,4;9,1;8,8;---;1013,8;0.00;0.0;---;---;---;---;---;---;0.181;0.000;21.maj;38;06.cze;20.sty;lip.52;1.1877;0.00;703;1;100.0;30
17.02.2020;04:30;9,7;9,7;9,6;53;0,6;6,4;E;3,22;25,7;NE;9,1;9,1;8,4;---;1014,1;0.00;0.0;---;---;---;---;---;---;0.179;0.000;21.kwi;38;06.maj;20.0;lip.53;1.1886;0.00;702;1;100.0;30
17.02.2020;05:00;9,7;9,9;9,7;54;0,8;4,8;ESE;2,41;22,5;ENE;9,5;9,2;8,9;---;1015;0.00;0.0;---;---;---;---;---;---;0.179;0.000;21.lut;38;06.mar;19.sie;lip.54;sty.04;0.00;703;1;100.0;30
17.02.2020;05:30;8,5;9,7;8,4;59;0,9;3,2;SE;1,61;22,5;NNE;8,5;8,1;8,1;---;1015,6;0.00;0.0;---;---;---;---;---;---;0.205;0.000;21.lut;38;06.mar;19.lip;lip.55;sty.14;0.00;702;1;100.0;30
17.02.2020;06:00;8,3;8,4;8,2;59;0,7;4,8;SE;2,41;22,5;ENE;7,9;7,8;7,4;---;1014,8;0.00;0.0;---;---;---;---;---;---;0.209;0.000;21.sty;38;06.lut;19.cze;lip.55;sty.10;0.00;703;1;100.0;30
17.02.2020;06:30;8;8,3;8;61;0,9;4,8;ESE;2,41;17,7;N;7,6;7,6;7,1;---;1014,9;0.00;0.0;---;---;---;---;---;---;0.215;0.000;21.lut;38;06.mar;19.sie;lip.54;sty.04;0.00;702;1;100.0;30
17.02.2020;07:00;7,9;8;7,8;62;1,1;4,8;ENE;2,41;19,3;NE;7,4;7,4;7;---;1015,1;0.00;0.0;---;---;---;---;---;---;0.218;0.000;21.maj;38;06.cze;20.sty;lip.52;1.1893;0.00;703;1;100.0;30
17.02.2020;07:30;7,8;7,9;7,8;62;1;3,2;ESE;1,61;14,5;ENE;7,8;7,4;7,4;---;1015,8;0.00;0.0;---;---;---;---;---;---;0.219;0.000;21.lip;39;07.lut;20.maj;lip.63;1.1887;0.00;702;1;100.0;30
17.02.2020;08:00;7,9;7,9;7,8;62;1,1;1,6;ESE;0,8;12,9;ESE;7,9;7,5;7,5;---;1016,1;0.00;0.0;---;---;---;---;---;---;0.216;0.000;21.lip;38;06.lip;20.mar;lip.51;1.1897;0.00;702;1;100.0;30
17.02.2020;08:30;8,1;8,1;7,9;62;1,2;1,6;ESE;0,8;9,7;ESE;8,1;7,6;7,6;---;1016,2;0.00;0.0;---;---;---;---;---;---;0.214;0.000;21.cze;37;06.mar;20.lut;lip.33;sty.03;0.00;703;1;100.0;30
17.02.2020;09:00;8,4;8,4;8,1;60;1,1;1,6;E;0,8;9,7;E;8,4;8;8;---;1015,9;0.00;0.0;---;---;---;---;---;---;0.206;0.000;21.cze;37;06.mar;20.lut;lip.33;1.1899;0.00;702;1;100.0;30
17.02.2020;09:30;9,4;9,4;8,4;58;1,5;4,8;E;2,41;19,3;ENE;9,1;8,9;8,6;---;1015,7;0.00;0.0;---;---;---;---;---;---;0.186;0.000;20.wrz;33;04.sty;19.lut;cze.66;sty.41;0.00;702;1;100.0;30
17.02.2020;10:00;10,1;10,1;9,3;56;1,7;4,8;ESE;2,41;25,7;ENE;9,9;9,5;9,3;---;1016;0.00;0.0;---;---;---;---;---;---;0.172;0.000;20.kwi;32;03.sty;18.cze;cze.55;sty.73;0.00;702;1;100.0;30
17.02.2020;10:30;11,1;11,1;10,1;52;1,6;3,2;ESE;1,61;16,1;ENE;11,1;10,3;10,3;---;1016,4;0.00;0.0;---;---;---;---;---;---;0.152;0.000;21.0;34;04.maj;19.mar;cze.85;sty.44;0.00;703;1;100.0;30
17.02.2020;11:00;12,3;12,3;11,1;51;2,4;3,2;E;1,61;22,5;E;12,3;11,3;11,3;---;1016,4;0.00;0.0;---;---;---;---;---;---;0.126;0.000;21.kwi;35;05.mar;19.wrz;07.kwi;sty.20;0.00;702;1;100.0;30
17.02.2020;11:30;13,4;13,5;12,3;47;2,3;6,4;SE;3,22;25,7;NE;13,3;12,3;12,2;---;1016,1;0.00;0.0;---;---;---;---;---;---;0.102;0.000;21.sie;36;6.0;20.kwi;lip.20;1.1897;0.00;703;1;100.0;30
17.02.2020;12:00;14,5;14,5;13,4;45;2,7;6,4;ESE;3,22;32,2;NE;14,5;13,2;13,2;---;1015,7;0.00;0.0;---;---;---;---;---;---;0.080;0.000;22.sty;37;06.lip;20.sie;lip.32;1.1877;0.00;702;1;100.0;30
